input,experiment_ware,cpu_time,Category,Checked answer,Objective function,Wallclock time,Memory,Solver name,Solver version,timeout,success,user_success,missing,consistent_xp,consistent_input,error
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-05-05-8.xml,Concrete 3.10,2520.08,COP,SAT TO,353,2466.83,10856800.0,Concrete,3.10,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-05-05-8.xml,Concrete 3.12.2,2520.04,COP,SAT TO,357,2465.83,10853932.0,Concrete,3.12.2,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-05-05-8.xml,Concrete 3.12.2,2520.09,COP,SAT TO,353,2466.33,10933144.0,Concrete,3.12.2,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-05-05-8.xml,Concrete 3.12.3,2520.11,COP,SAT TO,353,2476.5,10933144.0,Concrete,3.12.3,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-05-05-8.xml,choco-solver 2019-09-20,68.9679,COP,OPT,353,17.7377,15798844.0,choco-solver,2019-09-20,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-05-05-8.xml,choco-solver 2019-06-14,182.066,COP,OPT,353,117.805,15865400.0,choco-solver,2019-06-14,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-05-05-8.xml,choco-solver 2019-09-16,84.584,COP,OPT,353,21.6503,15666744.0,choco-solver,2019-09-16,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-05-05-8.xml,choco-solver 2019-09-20 parallel,170.374,COP,OPT,353,22.1307,28950940.0,choco-solver,2019-09-20 parallel,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-05-05-8.xml,choco-solver 2019-09-24 parallel,137.058,COP,OPT,353,17.9231,29215312.0,choco-solver,2019-09-24 parallel,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-05-05-8.xml,choco-solver 2019-09-16 parallel,129.859,COP,OPT,353,17.0688,29014592.0,choco-solver,2019-09-16 parallel,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-05-05-8.xml,choco-solver 2019-06-14 parallel,117.309,COP,OPT,353,23.1362,29081148.0,choco-solver,2019-06-14 parallel,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-05-05-8.xml,cosoco 2.O parallel,20126.7,COP,SAT TO,355,2520.02,624772.0,cosoco,2.O parallel,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-05-05-8.xml,cosoco 2.0 parallel,20129.4,COP,SAT TO,359,2520.02,624772.0,cosoco,2.0 parallel,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-05-05-8.xml,BTD 19.07.01,,,,,,,,,,False,,True,True,True,True
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-05-05-8.xml,Fun-sCOP hybrid+CryptoMiniSat (2019-06-15),,,,,,,,,,False,,True,True,True,True
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-05-05-8.xml,Fun-sCOP order+GlueMiniSat (2019-06-15),,,,,,,,,,False,,True,True,True,True
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-05-05-8.xml,Fun-sCOP hybrid+ManyGlucose (2019-09-22),,,,,,,,,,False,,True,True,True,True
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-05-05-8.xml,Fun-sCOP order+ManyGlucose (2019-09-22),,,,,,,,,,False,,True,True,True,True
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-05-05-8.xml,Fun-sCOP hybrid+ManyGlucose (2019-06-15),,,,,,,,,,False,,True,True,True,True
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-05-05-8.xml,Fun-sCOP order+ManyGlucose (2019-06-15),,,,,,,,,,False,,True,True,True,True
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-05-05-9.xml,cosoco 2,2520.02,COP,SAT TO,349,2519.8,27888.0,cosoco,2,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-05-05-9.xml,cosoco 2.0,2519.69,COP,SAT TO,349,2520.01,27888.0,cosoco,2.0,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-05-05-9.xml,cosoco 2.0,2519.76,COP,SAT TO,349,2520.01,27888.0,cosoco,2.0,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-05-05-9.xml,AbsCon 2019-07-23,2458.31,COP,OPT,326,2450.64,10748324.0,AbsCon,2019-07-23,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-05-05-9.xml,PicatSAT 2019-09-12,36.2839,COP,OPT,326,36.2869,2071892.0,PicatSAT,2019-09-12,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-05-05-9.xml,choco-solver 2019-09-24,1165.06,COP,OPT,326,1150.7,15266924.0,choco-solver,2019-09-24,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-05-05-9.xml,Concrete 3.10,2520.09,COP,SAT TO,326,2466.83,10851072.0,Concrete,3.10,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-05-05-9.xml,Concrete 3.12.2,2520.09,COP,SAT TO,326,2467.04,10851096.0,Concrete,3.12.2,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-05-05-9.xml,Concrete 3.12.2,2520.11,COP,SAT TO,326,2467.04,10853932.0,Concrete,3.12.2,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-05-05-9.xml,Concrete 3.12.3,2520.06,COP,SAT TO,326,2481.53,10933144.0,Concrete,3.12.3,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-05-05-9.xml,choco-solver 2019-09-20,220.563,COP,OPT,326,55.9006,15732280.0,choco-solver,2019-09-20,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-05-05-9.xml,choco-solver 2019-06-14,475.094,COP,OPT,326,217.798,15665708.0,choco-solver,2019-06-14,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-05-05-9.xml,choco-solver 2019-09-16,250.375,COP,OPT,326,63.8636,15798844.0,choco-solver,2019-09-16,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-05-05-9.xml,choco-solver 2019-09-20 parallel,432.481,COP,OPT,326,54.997,28949716.0,choco-solver,2019-09-20 parallel,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-05-05-9.xml,choco-solver 2019-09-24 parallel,639.452,COP,OPT,326,81.2892,28884720.0,choco-solver,2019-09-24 parallel,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-05-05-9.xml,choco-solver 2019-09-16 parallel,528.587,COP,OPT,326,67.2217,29014592.0,choco-solver,2019-09-16 parallel,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-05-05-9.xml,choco-solver 2019-06-14 parallel,4.3233,COP,ERR OPT,383,1.2566,28948020.0,choco-solver,2019-06-14 parallel,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-05-05-9.xml,cosoco 2.O parallel,20125.6,COP,SAT TO,326,2520.02,624124.0,cosoco,2.O parallel,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-05-05-9.xml,cosoco 2.0 parallel,20126.0,COP,SAT TO,326,2520.02,624640.0,cosoco,2.0 parallel,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-05-05-9.xml,BTD 19.07.01,,,,,,,,,,False,,True,True,True,True
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-05-05-9.xml,Fun-sCOP hybrid+CryptoMiniSat (2019-06-15),,,,,,,,,,False,,True,True,True,True
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-05-05-9.xml,Fun-sCOP order+GlueMiniSat (2019-06-15),,,,,,,,,,False,,True,True,True,True
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-05-05-9.xml,Fun-sCOP hybrid+ManyGlucose (2019-09-22),,,,,,,,,,False,,True,True,True,True
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-05-05-9.xml,Fun-sCOP order+ManyGlucose (2019-09-22),,,,,,,,,,False,,True,True,True,True
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-05-05-9.xml,Fun-sCOP hybrid+ManyGlucose (2019-06-15),,,,,,,,,,False,,True,True,True,True
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-05-05-9.xml,Fun-sCOP order+ManyGlucose (2019-06-15),,,,,,,,,,False,,True,True,True,True
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-07-07-8.xml,cosoco 2,2519.94,COP,UNKNOWN TO,,2520.01,28804.0,cosoco,2,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-07-07-8.xml,cosoco 2.0,2519.41,COP,UNKNOWN TO,,2520.01,28804.0,cosoco,2.0,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-07-07-8.xml,cosoco 2.0,2519.52,COP,UNKNOWN TO,,2520.01,28804.0,cosoco,2.0,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-07-07-8.xml,AbsCon 2019-07-23,2520.06,COP,SAT TO,556,2512.81,10748324.0,AbsCon,2019-07-23,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-07-07-8.xml,PicatSAT 2019-09-12,29.0983,COP,OPT,458,29.1031,2097108.0,PicatSAT,2019-09-12,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-07-07-8.xml,choco-solver 2019-09-24,2520.1,COP,SAT TO,464,2493.94,15267044.0,choco-solver,2019-09-24,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-07-07-8.xml,Concrete 3.10,2520.11,COP,SAT TO,463,2464.64,10933144.0,Concrete,3.10,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-07-07-8.xml,Concrete 3.12.2,1152.46,COP,OPT,458,1118.02,10933144.0,Concrete,3.12.2,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-07-07-8.xml,Concrete 3.12.2,2520.06,COP,SAT TO,470,2466.43,10853140.0,Concrete,3.12.2,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-07-07-8.xml,Concrete 3.12.3,2520.25,COP,SAT TO,465,2466.45,10853144.0,Concrete,3.12.3,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-07-07-8.xml,choco-solver 2019-09-20,1710.4,COP,OPT,458,432.132,15732280.0,choco-solver,2019-09-20,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-07-07-8.xml,choco-solver 2019-06-14,2520.52,COP,SAT TO,460,874.584,15666736.0,choco-solver,2019-06-14,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-07-07-8.xml,choco-solver 2019-09-16,98.5011,COP,OPT,458,25.3478,15798844.0,choco-solver,2019-09-16,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-07-07-8.xml,choco-solver 2019-09-20 parallel,687.309,COP,OPT,458,87.5233,28948028.0,choco-solver,2019-09-20 parallel,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-07-07-8.xml,choco-solver 2019-09-24 parallel,189.644,COP,OPT,458,24.6318,29214284.0,choco-solver,2019-09-24 parallel,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-07-07-8.xml,choco-solver 2019-09-16 parallel,183.967,COP,OPT,458,24.0872,28886644.0,choco-solver,2019-09-16 parallel,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-07-07-8.xml,choco-solver 2019-06-14 parallel,5036.86,COP,OPT,458,718.098,29413968.0,choco-solver,2019-06-14 parallel,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-07-07-8.xml,cosoco 2.O parallel,20124.2,COP,SAT TO,511,2520.03,634412.0,cosoco,2.O parallel,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-07-07-8.xml,cosoco 2.0 parallel,20125.8,COP,SAT TO,498,2520.02,634412.0,cosoco,2.0 parallel,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-07-07-8.xml,BTD 19.07.01,,,,,,,,,,False,,True,True,True,True
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-07-07-8.xml,Fun-sCOP hybrid+CryptoMiniSat (2019-06-15),,,,,,,,,,False,,True,True,True,True
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-07-07-8.xml,Fun-sCOP order+GlueMiniSat (2019-06-15),,,,,,,,,,False,,True,True,True,True
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-07-07-8.xml,Fun-sCOP hybrid+ManyGlucose (2019-09-22),,,,,,,,,,False,,True,True,True,True
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-07-07-8.xml,Fun-sCOP order+ManyGlucose (2019-09-22),,,,,,,,,,False,,True,True,True,True
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-07-07-8.xml,Fun-sCOP hybrid+ManyGlucose (2019-06-15),,,,,,,,,,False,,True,True,True,True
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-07-07-8.xml,Fun-sCOP order+ManyGlucose (2019-06-15),,,,,,,,,,False,,True,True,True,True
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-10-10-6.xml,cosoco 2,2520.03,COP,UNKNOWN TO,,2519.7,31968.0,cosoco,2,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-10-10-6.xml,cosoco 2.0,2519.66,COP,UNKNOWN TO,,2520.01,31968.0,cosoco,2.0,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-10-10-6.xml,cosoco 2.0,2519.79,COP,UNKNOWN TO,,2520.01,31968.0,cosoco,2.0,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-10-10-6.xml,AbsCon 2019-07-23,2520.05,COP,UNKNOWN TO,,2507.71,10749348.0,AbsCon,2019-07-23,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-10-10-6.xml,PicatSAT 2019-09-12,1735.1,COP,OPT,616,1735.24,2188684.0,PicatSAT,2019-09-12,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-10-10-6.xml,choco-solver 2019-09-24,2520.09,COP,SAT TO,638,2499.73,15268924.0,choco-solver,2019-09-24,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-10-10-6.xml,Concrete 3.10,2520.06,COP,SAT TO,689,2457.14,10853856.0,Concrete,3.10,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-10-10-6.xml,Concrete 3.12.2,2520.08,COP,SAT TO,687,2457.33,10853140.0,Concrete,3.12.2,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-10-10-6.xml,Concrete 3.12.2,2520.14,COP,SAT TO,680,2456.63,10933144.0,Concrete,3.12.2,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-10-10-6.xml,Concrete 3.12.3,2520.13,COP,SAT TO,665,2462.83,10933144.0,Concrete,3.12.3,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-10-10-6.xml,choco-solver 2019-09-20,2520.38,COP,SAT TO,668,634.588,15536092.0,choco-solver,2019-09-20,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-10-10-6.xml,choco-solver 2019-06-14,2520.52,COP,SAT TO,684,1046.98,15537408.0,choco-solver,2019-06-14,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-10-10-6.xml,choco-solver 2019-09-16,2520.45,COP,SAT TO,668,635.091,15534800.0,choco-solver,2019-09-16,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-10-10-6.xml,choco-solver 2019-09-20 parallel,19959.0,COP,SAT TO,653,2520.09,28883608.0,choco-solver,2019-09-20 parallel,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-10-10-6.xml,choco-solver 2019-09-24 parallel,19947.0,COP,SAT TO,617,2520.18,28901464.0,choco-solver,2019-09-24 parallel,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-10-10-6.xml,choco-solver 2019-09-16 parallel,19924.8,COP,SAT TO,654,2520.12,28883684.0,choco-solver,2019-09-16 parallel,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-10-10-6.xml,choco-solver 2019-06-14 parallel,4283.23,COP,ERR OPT,681,618.512,29014584.0,choco-solver,2019-06-14 parallel,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-10-10-6.xml,cosoco 2.O parallel,20126.4,COP,SAT TO,721,2520.02,652776.0,cosoco,2.O parallel,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-10-10-6.xml,cosoco 2.0 parallel,20121.7,COP,SAT TO,722,2520.03,652776.0,cosoco,2.0 parallel,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-10-10-6.xml,BTD 19.07.01,,,,,,,,,,False,,True,True,True,True
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-10-10-6.xml,Fun-sCOP hybrid+CryptoMiniSat (2019-06-15),,,,,,,,,,False,,True,True,True,True
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-10-10-6.xml,Fun-sCOP order+GlueMiniSat (2019-06-15),,,,,,,,,,False,,True,True,True,True
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-10-10-6.xml,Fun-sCOP hybrid+ManyGlucose (2019-09-22),,,,,,,,,,False,,True,True,True,True
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-10-10-6.xml,Fun-sCOP order+ManyGlucose (2019-09-22),,,,,,,,,,False,,True,True,True,True
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-10-10-6.xml,Fun-sCOP hybrid+ManyGlucose (2019-06-15),,,,,,,,,,False,,True,True,True,True
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-10-10-6.xml,Fun-sCOP order+ManyGlucose (2019-06-15),,,,,,,,,,False,,True,True,True,True
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-15-15-5.xml,cosoco 2,2519.95,COP,UNKNOWN TO,,2520.01,46092.0,cosoco,2,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-15-15-5.xml,cosoco 2.0,2519.73,COP,UNKNOWN TO,,2520.01,46092.0,cosoco,2.0,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-15-15-5.xml,cosoco 2.0,2519.87,COP,UNKNOWN TO,,2520.01,46092.0,cosoco,2.0,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-15-15-5.xml,AbsCon 2019-07-23,2520.11,COP,UNKNOWN TO,,2501.81,10748324.0,AbsCon,2019-07-23,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-15-15-5.xml,PicatSAT 2019-09-12,2519.76,COP,UNKNOWN TO,,2520.01,2448544.0,PicatSAT,2019-09-12,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-15-15-5.xml,choco-solver 2019-09-24,2520.05,COP,UNKNOWN TO,,2509.71,15268944.0,choco-solver,2019-09-24,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-15-15-5.xml,Concrete 3.10,2520.12,COP,SAT TO,1058,2445.73,10853992.0,Concrete,3.10,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-15-15-5.xml,Concrete 3.12.2,2520.1,COP,UNKNOWN TO,,2450.05,10853932.0,Concrete,3.12.2,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-15-15-5.xml,Concrete 3.12.2,2520.16,COP,UNKNOWN TO,,2446.04,10933144.0,Concrete,3.12.2,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-15-15-5.xml,Concrete 3.12.3,2520.11,COP,UNKNOWN TO,,2456.33,10933144.0,Concrete,3.12.3,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-15-15-5.xml,choco-solver 2019-09-20,2520.28,COP,UNKNOWN TO,,634.177,15535328.0,choco-solver,2019-09-20,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-15-15-5.xml,choco-solver 2019-06-14,2520.71,COP,UNKNOWN TO,,634.288,15535144.0,choco-solver,2019-06-14,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-15-15-5.xml,choco-solver 2019-09-16,2520.58,COP,UNKNOWN TO,,634.466,15535356.0,choco-solver,2019-09-16,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-15-15-5.xml,choco-solver 2019-09-20 parallel,19902.7,COP,UNKNOWN TO,,2520.14,28881464.0,choco-solver,2019-09-20 parallel,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-15-15-5.xml,choco-solver 2019-09-24 parallel,19856.4,COP,UNKNOWN TO,,2520.11,28884076.0,choco-solver,2019-09-24 parallel,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-15-15-5.xml,choco-solver 2019-09-16 parallel,19908.7,COP,UNKNOWN TO,,2520.2,28901464.0,choco-solver,2019-09-16 parallel,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-15-15-5.xml,choco-solver 2019-06-14 parallel,20019.9,COP,UNKNOWN TO,,2520.14,28886680.0,choco-solver,2019-06-14 parallel,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-15-15-5.xml,cosoco 2.O parallel,20117.6,COP,UNKNOWN TO,,2520.03,769532.0,cosoco,2.O parallel,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-15-15-5.xml,cosoco 2.0 parallel,20122.1,COP,UNKNOWN TO,,2520.02,769532.0,cosoco,2.0 parallel,1200.0,False,False,False,True,True,False
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-15-15-5.xml,BTD 19.07.01,,,,,,,,,,False,,True,True,True,True
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-15-15-5.xml,Fun-sCOP hybrid+CryptoMiniSat (2019-06-15),,,,,,,,,,False,,True,True,True,True
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-15-15-5.xml,Fun-sCOP order+GlueMiniSat (2019-06-15),,,,,,,,,,False,,True,True,True,True
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-15-15-5.xml,Fun-sCOP hybrid+ManyGlucose (2019-09-22),,,,,,,,,,False,,True,True,True,True
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-15-15-5.xml,Fun-sCOP order+ManyGlucose (2019-09-22),,,,,,,,,,False,,True,True,True,True
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-15-15-5.xml,Fun-sCOP hybrid+ManyGlucose (2019-06-15),,,,,,,,,,False,,True,True,True,True
XCSP17/Scheduling/Scheduling-os-taillard/Taillard-os-15-15-5.xml,Fun-sCOP order+ManyGlucose (2019-06-15),,,,,,,,,,False,,True,True,True,True
XCSP17/SteelMillSlab/SteelMillSlab-bench_10_9.xml,cosoco 2,1524.38,COP,UNKNOWN MO,,1526.87,15872476.0,cosoco,2,1200.0,False,False,False,True,True,False
XCSP17/SteelMillSlab/SteelMillSlab-bench_10_9.xml,cosoco 2.0,1507.0,COP,UNKNOWN MO,,1509.14,15872080.0,cosoco,2.0,1200.0,False,False,False,True,True,False
XCSP17/SteelMillSlab/SteelMillSlab-bench_10_9.xml,cosoco 2.0,1526.55,COP,UNKNOWN MO,,1528.86,15872608.0,cosoco,2.0,1200.0,False,False,False,True,True,False
XCSP17/SteelMillSlab/SteelMillSlab-bench_10_9.xml,AbsCon 2019-07-23,2520.07,COP,UNKNOWN TO,,2505.93,10748400.0,AbsCon,2019-07-23,1200.0,False,False,False,True,True,False
XCSP17/SteelMillSlab/SteelMillSlab-bench_10_9.xml,PicatSAT 2019-09-12,2519.84,COP,UNKNOWN TO,,2520.02,2675836.0,PicatSAT,2019-09-12,1200.0,False,False,False,True,True,False
XCSP17/SteelMillSlab/SteelMillSlab-bench_10_9.xml,choco-solver 2019-09-24,2520.15,COP,SAT TO,142,2508.75,15266332.0,choco-solver,2019-09-24,1200.0,False,False,False,True,True,False
XCSP17/SteelMillSlab/SteelMillSlab-bench_10_9.xml,Concrete 3.10,2520.12,COP,SAT TO,395,2447.15,10849632.0,Concrete,3.10,1200.0,False,False,False,True,True,False
XCSP17/SteelMillSlab/SteelMillSlab-bench_10_9.xml,Concrete 3.12.2,2520.09,COP,SAT TO,365,2463.94,10849036.0,Concrete,3.12.2,1200.0,False,False,False,True,True,False
XCSP17/SteelMillSlab/SteelMillSlab-bench_10_9.xml,Concrete 3.12.2,2520.1,COP,SAT TO,401,2462.77,10849032.0,Concrete,3.12.2,1200.0,False,False,False,True,True,False
XCSP17/SteelMillSlab/SteelMillSlab-bench_10_9.xml,Concrete 3.12.3,2520.15,COP,SAT TO,378,2461.45,10849744.0,Concrete,3.12.3,1200.0,False,False,False,True,True,False
XCSP17/SteelMillSlab/SteelMillSlab-bench_10_9.xml,choco-solver 2019-09-20,2520.41,COP,SAT TO,267,634.506,15798844.0,choco-solver,2019-09-20,1200.0,False,False,False,True,True,False
XCSP17/SteelMillSlab/SteelMillSlab-bench_10_9.xml,choco-solver 2019-06-14,2521.13,COP,SAT TO,305,634.313,15552580.0,choco-solver,2019-06-14,1200.0,False,False,False,True,True,False
