input,experiment_ware,cpu_time,Checked answer,Wallclock time,Memory,Solver name,Solver version,timeout,error,success,missing,consistent_xp,family
XCSP17/Fischer/Fischer-m1-s1/Fischer-08-07-fair.xml,cosoco 2.0,3.19065,SIGNAL,69.6955,2137300,cosoco,2.0,1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-08-07-fair.xml,cosoco 2,3.15536,SIGNAL,126.047,2137300,cosoco,2,1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-08-07-fair.xml,Fun-sCOP hybrid+ManyGlucose (2019-09-22),60.7009,UNSAT,24.6429,27443924,Fun-sCOP,hybrid+ManyGlucose (2019-09-22),1200.0,False,True,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-08-07-fair.xml,Fun-sCOP order+ManyGlucose (2019-09-22),543.5,UNKNOWN MO,450.083,32983804,Fun-sCOP,order+ManyGlucose (2019-09-22),1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-08-07-fair.xml,Fun-sCOP hybrid+ManyGlucose (2019-06-15),58.0941,UNSAT,25.1144,27443924,Fun-sCOP,hybrid+ManyGlucose (2019-06-15),1200.0,False,True,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-08-07-fair.xml,Fun-sCOP order+ManyGlucose (2019-06-15),544.041,UNKNOWN MO,467.289,32983800,Fun-sCOP,order+ManyGlucose (2019-06-15),1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-08-07-fair.xml,choco-solver 2019-09-24,2520.05,UNKNOWN TO,2502.13,15266332,choco-solver,2019-09-24,1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-08-07-fair.xml,Concrete 3.10,2520.06,UNKNOWN TO,2449.83,10846964,Concrete,3.10,1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-08-07-fair.xml,PicatSAT 2019-09-12,13.9702,UNSAT,13.9736,2411488,PicatSAT,2019-09-12,1200.0,False,True,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-08-07-fair.xml,Concrete 3.12.2,2520.13,UNKNOWN TO,2470.08,10849032,Concrete,3.12.2,1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-08-07-fair.xml,Concrete 3.12.2,2520.13,UNKNOWN TO,2451.82,10849628,Concrete,3.12.2,1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-09-06-fair.xml,BTD 19.07.01,32.207,UNKNOWN MO,32.2089,15901260,BTD,19.07.01,1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-09-06-fair.xml,cosoco 2.O parallel,20.26,SIGNAL,587.11,16351632,cosoco,2.O parallel,1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-09-06-fair.xml,cosoco 2.0 parallel,20.2592,SIGNAL,589.82,16351632,cosoco,2.0 parallel,1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-09-06-fair.xml,choco-solver 2019-09-16,2520.37,UNKNOWN TO,635.704,15532588,choco-solver,2019-09-16,1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-09-06-fair.xml,choco-solver 2019-09-20,2520.69,UNKNOWN TO,635.603,15532588,choco-solver,2019-09-20,1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-09-06-fair.xml,choco-solver 2019-06-14,2520.47,UNKNOWN TO,869.8,15532580,choco-solver,2019-06-14,1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-09-06-fair.xml,choco-solver 2019-09-20 parallel,7549.03,UNSAT,967.265,28881464,choco-solver,2019-09-20 parallel,1200.0,False,True,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-09-06-fair.xml,choco-solver 2019-09-24 parallel,8075.83,UNSAT,1030.11,28881464,choco-solver,2019-09-24 parallel,1200.0,False,True,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-09-06-fair.xml,choco-solver 2019-06-14 parallel,14184.1,UNSAT,1791.12,28884792,choco-solver,2019-06-14 parallel,1200.0,False,True,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-09-06-fair.xml,choco-solver 2019-09-16 parallel,16683.2,UNSAT,2104.73,28881464,choco-solver,2019-09-16 parallel,1200.0,False,True,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-09-06-fair.xml,AbsCon 2019-07-23,67.9841,UNKNOWN (?),22.2926,10748324,AbsCon,2019-07-23,1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-09-06-fair.xml,Concrete 3.12.3,1614.58,UNSAT,1566.41,10947344,Concrete,3.12.3,1200.0,False,True,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-09-06-fair.xml,Fun-sCOP hybrid+CryptoMiniSat (2019-06-15),73.2353,UNSAT,51.0245,15142500,Fun-sCOP,hybrid+CryptoMiniSat (2019-06-15),1200.0,False,True,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-09-06-fair.xml,Fun-sCOP order+GlueMiniSat (2019-06-15),431.978,UNKNOWN MO,396.759,15874472,Fun-sCOP,order+GlueMiniSat (2019-06-15),1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-09-06-fair.xml,cosoco 2.0,3.06545,SIGNAL,64.3152,2079680,cosoco,2.0,1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-09-06-fair.xml,cosoco 2.0,3.06585,SIGNAL,70.6236,2079680,cosoco,2.0,1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-09-06-fair.xml,cosoco 2,3.02732,SIGNAL,126.062,2079680,cosoco,2,1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-09-06-fair.xml,Fun-sCOP hybrid+ManyGlucose (2019-09-22),50.5653,UNSAT,23.1311,27443924,Fun-sCOP,hybrid+ManyGlucose (2019-09-22),1200.0,False,True,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-09-06-fair.xml,Fun-sCOP order+ManyGlucose (2019-09-22),529.368,UNKNOWN MO,440.704,32781744,Fun-sCOP,order+ManyGlucose (2019-09-22),1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-09-06-fair.xml,Fun-sCOP hybrid+ManyGlucose (2019-06-15),49.8425,UNSAT,23.4302,27443924,Fun-sCOP,hybrid+ManyGlucose (2019-06-15),1200.0,False,True,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-09-06-fair.xml,Fun-sCOP order+ManyGlucose (2019-06-15),527.577,UNKNOWN MO,439.205,32781744,Fun-sCOP,order+ManyGlucose (2019-06-15),1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-09-06-fair.xml,choco-solver 2019-09-24,1483.98,UNSAT,1469.92,15266332,choco-solver,2019-09-24,1200.0,False,True,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-09-06-fair.xml,Concrete 3.10,1081.04,UNSAT,1039.83,10846964,Concrete,3.10,1200.0,False,True,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-09-06-fair.xml,PicatSAT 2019-09-12,14.6037,UNSAT,14.6106,2440332,PicatSAT,2019-09-12,1200.0,False,True,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-09-06-fair.xml,Concrete 3.12.2,2520.06,UNKNOWN TO,2453.04,10849036,Concrete,3.12.2,1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-09-06-fair.xml,Concrete 3.12.2,2520.13,UNKNOWN TO,2468.04,10849032,Concrete,3.12.2,1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-10-06-fair.xml,BTD 19.07.01,31.6855,UNKNOWN MO,31.6909,15888288,BTD,19.07.01,1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-10-06-fair.xml,cosoco 2.O parallel,22.2153,SIGNAL,601.038,18351964,cosoco,2.O parallel,1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-10-06-fair.xml,cosoco 2.0 parallel,22.3511,SIGNAL,558.114,18351964,cosoco,2.0 parallel,1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-10-06-fair.xml,choco-solver 2019-09-16,2520.32,UNKNOWN TO,638.0,15532588,choco-solver,2019-09-16,1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-10-06-fair.xml,choco-solver 2019-09-20,2520.72,UNKNOWN TO,638.238,15532588,choco-solver,2019-09-20,1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-10-06-fair.xml,choco-solver 2019-06-14,2520.39,UNKNOWN TO,638.391,15532580,choco-solver,2019-06-14,1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-10-06-fair.xml,choco-solver 2019-09-20 parallel,19983.9,UNKNOWN TO,2520.19,28901464,choco-solver,2019-09-20 parallel,1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-10-06-fair.xml,choco-solver 2019-09-24 parallel,19997.7,UNKNOWN TO,2520.14,28881464,choco-solver,2019-09-24 parallel,1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-10-06-fair.xml,choco-solver 2019-06-14 parallel,7991.9,UNSAT,1015.45,28884192,choco-solver,2019-06-14 parallel,1200.0,False,True,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-10-06-fair.xml,choco-solver 2019-09-16 parallel,20004.0,UNKNOWN TO,2520.15,28881464,choco-solver,2019-09-16 parallel,1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-10-06-fair.xml,AbsCon 2019-07-23,86.7879,UNKNOWN (?),28.2367,10748324,AbsCon,2019-07-23,1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-10-06-fair.xml,Concrete 3.12.3,2520.1,UNKNOWN TO,2451.94,10849576,Concrete,3.12.3,1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-10-06-fair.xml,Fun-sCOP hybrid+CryptoMiniSat (2019-06-15),77.3282,UNSAT,55.2011,15142500,Fun-sCOP,hybrid+CryptoMiniSat (2019-06-15),1200.0,False,True,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-10-06-fair.xml,Fun-sCOP order+GlueMiniSat (2019-06-15),484.638,UNKNOWN MO,440.975,15915868,Fun-sCOP,order+GlueMiniSat (2019-06-15),1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-10-06-fair.xml,cosoco 2.0,3.42549,SIGNAL,69.019,2331424,cosoco,2.0,1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-10-06-fair.xml,cosoco 2.0,3.48556,SIGNAL,59.965,2331424,cosoco,2.0,1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-10-06-fair.xml,cosoco 2,3.44612,SIGNAL,71.7279,2331424,cosoco,2,1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-10-06-fair.xml,Fun-sCOP hybrid+ManyGlucose (2019-09-22),54.6117,UNSAT,24.9828,27443924,Fun-sCOP,hybrid+ManyGlucose (2019-09-22),1200.0,False,True,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-10-06-fair.xml,Fun-sCOP order+ManyGlucose (2019-09-22),584.137,UNKNOWN MO,488.316,31748272,Fun-sCOP,order+ManyGlucose (2019-09-22),1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-10-06-fair.xml,Fun-sCOP hybrid+ManyGlucose (2019-06-15),54.1057,UNSAT,24.84,27443924,Fun-sCOP,hybrid+ManyGlucose (2019-06-15),1200.0,False,True,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-10-06-fair.xml,Fun-sCOP order+ManyGlucose (2019-06-15),558.804,UNKNOWN MO,472.319,31750956,Fun-sCOP,order+ManyGlucose (2019-06-15),1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-10-06-fair.xml,choco-solver 2019-09-24,2520.05,UNKNOWN TO,2503.62,15266332,choco-solver,2019-09-24,1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-10-06-fair.xml,Concrete 3.10,2520.14,UNKNOWN TO,2449.93,10849012,Concrete,3.10,1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-10-06-fair.xml,PicatSAT 2019-09-12,15.4169,UNSAT,15.4214,2518408,PicatSAT,2019-09-12,1200.0,False,True,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-10-06-fair.xml,Concrete 3.12.2,2520.06,UNKNOWN TO,2450.73,10850952,Concrete,3.12.2,1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-10-06-fair.xml,Concrete 3.12.2,2520.14,UNKNOWN TO,2468.65,10849032,Concrete,3.12.2,1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-11-05-fair.xml,BTD 19.07.01,31.5958,UNKNOWN MO,31.5965,15918740,BTD,19.07.01,1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-11-05-fair.xml,cosoco 2.O parallel,21.1603,SIGNAL,632.251,16986628,cosoco,2.O parallel,1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-11-05-fair.xml,cosoco 2.0 parallel,21.5505,SIGNAL,604.629,16986628,cosoco,2.0 parallel,1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-11-05-fair.xml,choco-solver 2019-09-16,2142.56,UNSAT,542.919,15532588,choco-solver,2019-09-16,1200.0,False,True,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-11-05-fair.xml,choco-solver 2019-09-20,2181.18,UNSAT,551.453,15532588,choco-solver,2019-09-20,1200.0,False,True,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-11-05-fair.xml,choco-solver 2019-06-14,2515.61,UNSAT,635.072,15532580,choco-solver,2019-06-14,1200.0,False,True,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-11-05-fair.xml,choco-solver 2019-09-20 parallel,3719.97,UNSAT,541.346,28881464,choco-solver,2019-09-20 parallel,1200.0,False,True,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-11-05-fair.xml,choco-solver 2019-09-24 parallel,3477.41,UNSAT,538.611,28881464,choco-solver,2019-09-24 parallel,1200.0,False,True,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-11-05-fair.xml,choco-solver 2019-06-14 parallel,1041.51,UNSAT,141.248,28883872,choco-solver,2019-06-14 parallel,1200.0,False,True,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-11-05-fair.xml,choco-solver 2019-09-16 parallel,3722.76,UNSAT,542.941,28881464,choco-solver,2019-09-16 parallel,1200.0,False,True,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-11-05-fair.xml,AbsCon 2019-07-23,82.2851,UNKNOWN (?),25.8728,10748324,AbsCon,2019-07-23,1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-11-05-fair.xml,Concrete 3.12.3,1183.9,UNSAT,1145.5,10849036,Concrete,3.12.3,1200.0,False,True,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-11-05-fair.xml,Fun-sCOP hybrid+CryptoMiniSat (2019-06-15),59.6592,UNSAT,38.9088,15142500,Fun-sCOP,hybrid+CryptoMiniSat (2019-06-15),1200.0,False,True,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-11-05-fair.xml,Fun-sCOP order+GlueMiniSat (2019-06-15),438.477,UNKNOWN MO,391.313,15915924,Fun-sCOP,order+GlueMiniSat (2019-06-15),1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-11-05-fair.xml,cosoco 2.0,3.18148,SIGNAL,59.6822,2159468,cosoco,2.0,1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-11-05-fair.xml,cosoco 2.0,3.22132,SIGNAL,71.649,2159468,cosoco,2.0,1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-11-05-fair.xml,cosoco 2,3.18291,SIGNAL,68.2623,2159468,cosoco,2,1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-11-05-fair.xml,Fun-sCOP hybrid+ManyGlucose (2019-09-22),48.0908,UNSAT,22.8699,27443924,Fun-sCOP,hybrid+ManyGlucose (2019-09-22),1200.0,False,True,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-11-05-fair.xml,Fun-sCOP order+ManyGlucose (2019-09-22),554.197,UNKNOWN MO,465.904,32952276,Fun-sCOP,order+ManyGlucose (2019-09-22),1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-11-05-fair.xml,Fun-sCOP hybrid+ManyGlucose (2019-06-15),47.7067,UNSAT,23.2372,27443924,Fun-sCOP,hybrid+ManyGlucose (2019-06-15),1200.0,False,True,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-11-05-fair.xml,Fun-sCOP order+ManyGlucose (2019-06-15),553.679,UNKNOWN MO,463.484,32952268,Fun-sCOP,order+ManyGlucose (2019-06-15),1200.0,False,False,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-11-05-fair.xml,choco-solver 2019-09-24,704.607,UNSAT,692.622,15266332,choco-solver,2019-09-24,1200.0,False,True,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-11-05-fair.xml,Concrete 3.10,1316.9,UNSAT,1273.26,10846964,Concrete,3.10,1200.0,False,True,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-11-05-fair.xml,PicatSAT 2019-09-12,14.1142,UNSAT,14.1218,2476780,PicatSAT,2019-09-12,1200.0,False,True,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-11-05-fair.xml,Concrete 3.12.2,1163.78,UNSAT,1125.5,10849848,Concrete,3.12.2,1200.0,False,True,False,True,Fischer
XCSP17/Fischer/Fischer-m1-s1/Fischer-11-05-fair.xml,Concrete 3.12.2,2520.18,UNKNOWN TO,2467.28,10849032,Concrete,3.12.2,1200.0,False,False,False,True,Fischer
XCSP17/GracefulGraph/GracefulGraph-m1-s1/GracefulGraph-K03-P07.xml,BTD 19.07.01,81.8422,SAT,81.9138,33740,BTD,19.07.01,1200.0,False,True,False,True,GracefulGraph
XCSP17/GracefulGraph/GracefulGraph-m1-s1/GracefulGraph-K03-P07.xml,cosoco 2.O parallel,5.04114,SAT,0.734806,623808,cosoco,2.O parallel,1200.0,False,True,False,True,GracefulGraph
XCSP17/GracefulGraph/GracefulGraph-m1-s1/GracefulGraph-K03-P07.xml,cosoco 2.0 parallel,5.12912,SAT,0.743171,623808,cosoco,2.0 parallel,1200.0,False,True,False,True,GracefulGraph
XCSP17/GracefulGraph/GracefulGraph-m1-s1/GracefulGraph-K03-P07.xml,choco-solver 2019-09-16,10.6507,SAT,2.9953,15530540,choco-solver,2019-09-16,1200.0,False,True,False,True,GracefulGraph
XCSP17/GracefulGraph/GracefulGraph-m1-s1/GracefulGraph-K03-P07.xml,choco-solver 2019-09-20,11.9726,SAT,3.5818,15530540,choco-solver,2019-09-20,1200.0,False,True,False,True,GracefulGraph
XCSP17/GracefulGraph/GracefulGraph-m1-s1/GracefulGraph-K03-P07.xml,choco-solver 2019-06-14,9.66397,SAT,2.74349,15530532,choco-solver,2019-06-14,1200.0,False,True,False,True,GracefulGraph
XCSP17/GracefulGraph/GracefulGraph-m1-s1/GracefulGraph-K03-P07.xml,choco-solver 2019-09-20 parallel,25.2606,SAT,4.12298,28881464,choco-solver,2019-09-20 parallel,1200.0,False,True,False,True,GracefulGraph
XCSP17/GracefulGraph/GracefulGraph-m1-s1/GracefulGraph-K03-P07.xml,choco-solver 2019-09-24 parallel,15.4956,SAT,2.47785,28881464,choco-solver,2019-09-24 parallel,1200.0,False,True,False,True,GracefulGraph
XCSP17/GracefulGraph/GracefulGraph-m1-s1/GracefulGraph-K03-P07.xml,choco-solver 2019-06-14 parallel,31.5111,SAT,4.53254,28883404,choco-solver,2019-06-14 parallel,1200.0,False,True,False,True,GracefulGraph
XCSP17/GracefulGraph/GracefulGraph-m1-s1/GracefulGraph-K03-P07.xml,choco-solver 2019-09-16 parallel,20.0896,SAT,3.41728,28881464,choco-solver,2019-09-16 parallel,1200.0,False,True,False,True,GracefulGraph
XCSP17/GracefulGraph/GracefulGraph-m1-s1/GracefulGraph-K03-P07.xml,AbsCon 2019-07-23,73.2573,SAT,71.7201,10746276,AbsCon,2019-07-23,1200.0,False,True,False,True,GracefulGraph
XCSP17/GracefulGraph/GracefulGraph-m1-s1/GracefulGraph-K03-P07.xml,Concrete 3.12.3,10.7931,SAT,5.07576,10852020,Concrete,3.12.3,1200.0,False,True,False,True,GracefulGraph
XCSP17/GracefulGraph/GracefulGraph-m1-s1/GracefulGraph-K03-P07.xml,Fun-sCOP hybrid+CryptoMiniSat (2019-06-15),12.1854,SAT,7.28441,15140432,Fun-sCOP,hybrid+CryptoMiniSat (2019-06-15),1200.0,False,True,False,True,GracefulGraph
XCSP17/GracefulGraph/GracefulGraph-m1-s1/GracefulGraph-K03-P07.xml,Fun-sCOP order+GlueMiniSat (2019-06-15),10.359,SAT,5.23987,15140432,Fun-sCOP,order+GlueMiniSat (2019-06-15),1200.0,False,True,False,True,GracefulGraph
XCSP17/GracefulGraph/GracefulGraph-m1-s1/GracefulGraph-K03-P07.xml,cosoco 2.0,19.559,SAT,19.5573,28332,cosoco,2.0,1200.0,False,True,False,True,GracefulGraph
XCSP17/GracefulGraph/GracefulGraph-m1-s1/GracefulGraph-K03-P07.xml,cosoco 2.0,19.6489,SAT,19.6526,28332,cosoco,2.0,1200.0,False,True,False,True,GracefulGraph
XCSP17/GracefulGraph/GracefulGraph-m1-s1/GracefulGraph-K03-P07.xml,cosoco 2,19.662,SAT,19.6632,28332,cosoco,2,1200.0,False,True,False,True,GracefulGraph
XCSP17/GracefulGraph/GracefulGraph-m1-s1/GracefulGraph-K03-P07.xml,Fun-sCOP hybrid+ManyGlucose (2019-09-22),16.2323,SAT,6.03243,27443924,Fun-sCOP,hybrid+ManyGlucose (2019-09-22),1200.0,False,True,False,True,GracefulGraph
XCSP17/GracefulGraph/GracefulGraph-m1-s1/GracefulGraph-K03-P07.xml,Fun-sCOP order+ManyGlucose (2019-09-22),17.2946,SAT,6.52789,27441876,Fun-sCOP,order+ManyGlucose (2019-09-22),1200.0,False,True,False,True,GracefulGraph
XCSP17/GracefulGraph/GracefulGraph-m1-s1/GracefulGraph-K03-P07.xml,Fun-sCOP hybrid+ManyGlucose (2019-06-15),17.5933,SAT,5.36573,27441876,Fun-sCOP,hybrid+ManyGlucose (2019-06-15),1200.0,False,True,False,True,GracefulGraph
XCSP17/GracefulGraph/GracefulGraph-m1-s1/GracefulGraph-K03-P07.xml,Fun-sCOP order+ManyGlucose (2019-06-15),17.0607,SAT,5.30459,27441876,Fun-sCOP,order+ManyGlucose (2019-06-15),1200.0,False,True,False,True,GracefulGraph
XCSP17/GracefulGraph/GracefulGraph-m1-s1/GracefulGraph-K03-P07.xml,choco-solver 2019-09-24,7.38128,SAT,3.13238,15264284,choco-solver,2019-09-24,1200.0,False,True,False,True,GracefulGraph
XCSP17/GracefulGraph/GracefulGraph-m1-s1/GracefulGraph-K03-P07.xml,Concrete 3.10,11.9969,SAT,5.81148,10853488,Concrete,3.10,1200.0,False,True,False,True,GracefulGraph
XCSP17/GracefulGraph/GracefulGraph-m1-s1/GracefulGraph-K03-P07.xml,PicatSAT 2019-09-12,58.472,SAT,58.4821,2093188,PicatSAT,2019-09-12,1200.0,False,True,False,True,GracefulGraph
XCSP17/GracefulGraph/GracefulGraph-m1-s1/GracefulGraph-K03-P07.xml,Concrete 3.12.2,7.44774,SAT,3.59622,10853220,Concrete,3.12.2,1200.0,False,True,False,True,GracefulGraph
XCSP17/GracefulGraph/GracefulGraph-m1-s1/GracefulGraph-K03-P07.xml,Concrete 3.12.2,41.1252,SAT,28.9104,10853208,Concrete,3.12.2,1200.0,False,True,False,True,GracefulGraph
XCSP17/GracefulGraph/GracefulGraph-m1-s1/GracefulGraph-K05-P02.xml,BTD 19.07.01,31.3894,SAT,31.5079,33976,BTD,19.07.01,1200.0,False,True,False,True,GracefulGraph
XCSP17/GracefulGraph/GracefulGraph-m1-s1/GracefulGraph-K05-P02.xml,cosoco 2.O parallel,0.274715,SAT,0.070383,0,cosoco,2.O parallel,1200.0,False,True,False,True,GracefulGraph
XCSP17/GracefulGraph/GracefulGraph-m1-s1/GracefulGraph-K05-P02.xml,cosoco 2.0 parallel,0.283596,SAT,0.070201,0,cosoco,2.0 parallel,1200.0,False,True,False,True,GracefulGraph
XCSP17/GracefulGraph/GracefulGraph-m1-s1/GracefulGraph-K05-P02.xml,choco-solver 2019-09-16,63.4237,SAT,16.2774,15530540,choco-solver,2019-09-16,1200.0,False,True,False,True,GracefulGraph
XCSP17/GracefulGraph/GracefulGraph-m1-s1/GracefulGraph-K05-P02.xml,choco-solver 2019-09-20,62.0328,SAT,15.8919,15530540,choco-solver,2019-09-20,1200.0,False,True,False,True,GracefulGraph
XCSP17/GracefulGraph/GracefulGraph-m1-s1/GracefulGraph-K05-P02.xml,choco-solver 2019-06-14,75.096,SAT,19.2278,15532728,choco-solver,2019-06-14,1200.0,False,True,False,True,GracefulGraph
XCSP17/GracefulGraph/GracefulGraph-m1-s1/GracefulGraph-K05-P02.xml,choco-solver 2019-09-20 parallel,131.781,SAT,17.3338,28881220,choco-solver,2019-09-20 parallel,1200.0,False,True,False,True,GracefulGraph
XCSP17/GracefulGraph/GracefulGraph-m1-s1/GracefulGraph-K05-P02.xml,choco-solver 2019-09-24 parallel,16.116,SAT,2.88335,28879416,choco-solver,2019-09-24 parallel,1200.0,False,True,False,True,GracefulGraph
XCSP17/GracefulGraph/GracefulGraph-m1-s1/GracefulGraph-K05-P02.xml,choco-solver 2019-06-14 parallel,165.175,SAT,21.894,28881456,choco-solver,2019-06-14 parallel,1200.0,False,True,False,True,GracefulGraph
XCSP17/GracefulGraph/GracefulGraph-m1-s1/GracefulGraph-K05-P02.xml,choco-solver 2019-09-16 parallel,144.11,SAT,18.8018,28881464,choco-solver,2019-09-16 parallel,1200.0,False,True,False,True,GracefulGraph
XCSP17/GracefulGraph/GracefulGraph-m1-s1/GracefulGraph-K05-P02.xml,AbsCon 2019-07-23,110.359,SAT,108.64,10746276,AbsCon,2019-07-23,1200.0,False,True,False,True,GracefulGraph
